sub_type,difficulty_level,sentence_corpus,correct_answers,error_words
4,1,We {} to dance.,{learned},"{learning,learnt}"
4,1,The dog {} to sit.,{learned},"{learning,learnt}"
4,1,He is {} to play the guitar.,{learning},{learnt}
4,1,My mother is {} to take it easy.,{learning},{learnt}
4,1,I {} to ride a horse this summer.,{learned},"{learning,learnt}"
4,1,She is {} to drive.,{learning},{learnt}
4,1,I am {} to pace myself.,{learning},{learnt}
4,2,I am {} to say no to things I don't want to do.,{learning},{learnt}
4,2,{} to play the guitar seemed very easy for him.,{Learning},"{learning,learnt}"
4,2,We {} to trust our instincts and not other people's opinions.,{learned},"{learning,learnt}"
4,2,She {} to read when she was only three years old.,{learned},"{learning,learnt}"
4,2,{} to fly a plane is a long process.,{Learning},"{learning,learnt}"
4,2,"After the disaster, she {} to live day by day.",{learned},"{learning,learnt}"
4,2,{} to compromise is sometimes a hard lesson.,{Learning},"{learning,learnt}"
4,2,I never {} to ski but I did learn to skate.,{learned},"{learning,learnt}"
4,3,"While growing up in Europe, she {} to speak several languages.",{learned},"{learning,learnt}"
4,3,I never {} to speak Japanese well in spite of living here for many years.,{learned},"{learning,learnt}"
4,3,Did you {} to drive a motorcycle here in Japan?,{learn},"{learning,learnt}"
4,3,Didn't he {} to play the koto while she was in Japan?,{learn},"{learning,learnt}"
4,3,Studies have shown that children who {} to read and write in pre-school do much better in life.,{learn},"{learning,learnt}"
4,3,"After weeks of practice, they finally {} to do it perfectly.",{learned},"{learning,learnt}"
4,3,Mother always said I should {} to listen before I speak.,{learn},"{learning,learnt}"
4,1,Don't {} to write.,{forget},"{forgotten,forgetting}"
4,1,Don't {} to call.,{forget},"{forgotten,forgetting}"
4,1,She {} to write it down.,{forgot},"{forgotten,forgetting}"
4,1,He {} to send in his tax form.,{forgot},"{forgotten,forgetting}"
4,1,We {} to bring the birthday gift.,{forgot},"{forgotten,forgetting}"
4,1,I {} to bring my umbrella.,{forgot},"{forgotten,forgetting}"
4,1,She {} to take out the garbage.,{forgot},"{forgotten,forgetting}"
4,1,I {} to buy milk.,{forgot},"{forgotten,forgetting}"
4,1,He {} to lock the door.,{forgot},"{forgotten,forgetting}"
4,1,We {} to close all the windows.,{forgot},"{forgotten,forgetting}"
4,2,Every morning she tells me not to {} my homework.,{forget},"{forgotten,forgetting}"
4,2,"If I {} to call her, please remind me.",{forget},"{forgotten,forgetting}"
4,2,Oh no! I {} to wish him a happy birthday!,{forgot},"{forgotten,forgetting}"
4,2,I {} to set my alarm last night.,{forgot},"{forgotten,forgetting}"
4,2,He {} to write down the appointment date.,{forgot},"{forgotten,forgetting}"
4,2,She {} to take her umbrella and came home soaked.,{forgot},"{forgotten,forgetting}"
4,2,How could you {} to feed the cat?,{forget},"{forgotten,forgetting}"
4,2,Did you {} that I need to use the car today?,{forget},"{forgotten,forgetting}"
4,2,He didn't {} to bring her flowers for Mother's Day.,{forget},"{forgotten,forgetting}"
4,3,The campaign staff were reminding everyone not to {} to vote.,{forget},"{forgotten,forgetting}"
4,3,They were all the way at the beach before she realized she had {} to bring her bathing suit.,{forgotten},{forgetting}
4,3,She was so worried about missing her train that she {} to lock the door.,{forgot},"{forgotten,forgetting}"
4,3,Please don't {} to take out the trash tonight because the garbage truck comes very early in the morning.,{forget},"{forgotten,forgetting}"
4,3,He had {} to tell me that he used the credit card to pay for the tickets.,{forgotten},{forgetting}
4,3,Did you {} to submit the project by the deadline?,{forget},"{forgotten,forgetting}"
4,3,I am so glad you didn't {} to bring the cake!,{forget},"{forgotten,forgetting}"
4,3,He {} to walk the dog last night so now there is a big mess to clean.,{forgot},"{forgotten,forgetting}"
4,3,She {} to bring her lunch so she was hungry and distracted all day.,{forgot},"{forgotten,forgetting}"
4,3,I do not want to {} to call this woman back about the advertisement.,{forget},"{forgotten,forgetting}"
4,1,They {} to go to Canada.,{planned},{planning}
4,1,He {} to study law.,{plans},{planning}
4,1,She {} to become a doctor.,{plans},{planning}
4,1,Let's {} to leave at 8.,{plan},{planning}
4,1,They {} to move this summer.,{plan},{planning}
4,1,He {} to kill the president.,{planned},{planning}
4,2,He never {} to make such a mess of things.,{planned},{planning}
4,2,He {} to call you once he got into town.,{planned},{planning}
4,2,Is it difficult to {} to visit so many places on one holiday?,{plan},{planning}
4,2,Please {} to call me when you get home.,{plan},{planning}
4,3,I {} to organize all the closets once the kids are home for their summer break.,{plan},{planning}
4,3,The company {} to offer a discount to seniors.,{plans},{planning}
4,3,It's a good idea to {} to pay off some of your debts before you try to buy a house.,{plan},{planning}
4,3,I am sorry to hear the bank {} to take legal action against the restaurant.,{plans},{planning}
4,1,I {} to sleep late on the weekend.,{love},{loving}
4,1,He {} to eat ice cream.,{loves},{loving}
4,1,We {} to watch action movies.,{love},{loving}
4,1,My friend {} to watch Korean dramas.,{loves},{loving}
4,1,Some people {} to go fishing.,{love},{loving}
4,1,He {} to lie in the sun.,{loves},{loving}
4,1,I would {} to come.,{love},{loving}
4,1,Dan {} to travel internationally.,{loves},{loving}
4,1,My cat {} to have his ears rubbed.,{loves},{loving}
4,1,I {} to shop.,{love},{loving}
4,2,He {} to eat and drink until late in the night.,{loves},{loving}
4,2,I {} to read all kinds of books.,{love},{loving}
4,2,We would {} to join you for dinner.,{love},{loving}
4,2,We {} to invite our friends over.,{love},{loving}
4,2,I {} to listen to his deep and smooth voice.,{love},{loving}
4,2,I would {} to live in a house like this one.,{love},{loving}
4,2,She {} to go to flea markets.,{loves},{loving}
4,2,The boys {} to play the Xbox on the weekends.,{love},{loving}
4,2,I {} to listen to him play the guitar for me.,{love},{loving}
4,2,I'd {} to come but I can't.,{love},{loving}
4,3,I {} to curl up with a good book on a rainy day.,{love},{loving}
4,3,We would {} to join you but we have another commitment that day.,{love},{loving}
4,3,My son {} to read travel books and dream about going to exotic places.,{loves},{loving}
4,3,We {} having dinner parties even though it is a lot of work.,{love},{loving}
4,3,I would {} to have the chance to work with your company.,{love},{loving}
4,3,People {} to gather under the cherry blossoms for lunch parties.,{love},{loving}
4,3,Japanese and Americans both {} to watch baseball games.,{love},{loving}
4,3,We {} to cheer for our favorite hockey team during the playoffs.,{love},{loving}
4,3,The spectators {} to bang plastic bats during the games.,{love},{loving}
4,1,I {} to go to France one day.,{hope},{hoping}
4,1,They {} to marry soon.,{hope},{hoping}
4,1,I {} to graduate on time.,{hope},{hoping}
4,1,She {} to go to graduate school.,{hopes},{hoping}
4,1,They {} to find the missing watch.,{hoped},{hoping}
4,1,I {} to become a teacher.,{hope},{hoping}
4,1,My son {} to go to college.,{hopes},{hoping}
4,1,I {} to see you again.,{hope},{hoping}
4,1,They had {} to see you before you left.,{hoped},{hoping}
4,1,I {} to find a new apartment.,{hope},{hoping}
4,2,I {} to be able to come.,{hope},{hoping}
4,2,I {} to send out all the invitations by tonight.,{hope},{hoping}
4,2,Everyone {} to avoid another mistake.,{hoped},{hoping}
4,2,The students {} to raise money for their team.,{hoped},{hoping}
4,2,We had {} to get started before dark.,{hoped},{hoping}
4,2,We {} to meet at Whistler and go skiing together.,{hope},{hoping}
4,2,She {} to get to bed early tonight.,{hoped},{hoping}
4,2,We {} to finish this project by the deadline.,{hoped},{hoping}
4,2,She {} to find a good job at the job fair.,{hoped},{hoping}
4,3,I had {} to get some sleep but the baby made too much noise.,{hoped},{hoping}
4,3,We {} to see that movie but I heard the tickets might be sold out.,{hope},{hoping}
4,3,"I had {} to lose some weight before summer, but I guess I didn't do enough exercise.",{hoped},{hoping}
4,3,I don't know what you {} to accomplish by doing that.,{hope},{hoping}
4,3,She {} to get some help carrying all these bags up the stairs.,{hoped},{hoping}
4,3,The candidate {} to get a seat in the next general election.,{hoped},{hoping}
6,1,{} video games teaches goal strategies.,{Playing},{Play}
6,1,Many people enjoy {}.,{reading},{read}
6,1,{} for a long time is hard.,{Waiting},{Wait}
6,1,{} can be fun.,{Learning},{Learn}
6,1,{} is a winter sport.,{Skiing},{Ski}
6,1,{} to class is important.,{Going},{Go}
6,1,{} can get you into trouble.,{Cheating},{Cheat}
6,1,{} sick is an awful feeling.,{Being},{Be}
6,1,{} is something I enjoy doing.,{Driving},{Drive}
6,2,I know that {} the lectures is important.,{attending},{attend}
6,2,"When I'm sick, {} in class makes me feel very anxious.",{coughing},{cough}
6,2,{} is a significant social problem in Japan.,{Bullying},{Bully}
6,2,{} brownies has been my specialty for a while now.,{Baking},{Bake}
6,2,{} quickly is something I've become very good at.,{Typing},{Type}
6,2,{} your own mind can be as important as listening.,{Speaking},{Speak}
6,2,"{} five, energetic children is very hard work.",{Babysitting},{Babysit}
6,2,{} alone at night makes me nervous.,{Walking},{Walk}
6,2,{} often happens more in poverty stricken areas.,{Stealing},{Steal}
6,2,{} is very important and meals should not be skipped.,{Eating},{Eat}
6,3,{} a business requires multiple skills and patience.,{Managing},{Manage}
6,3,{} every step of your problem is important to ensure that you're doing the experiment right.,{Reporting},{Report}
6,3,The girls were {} for the right to attend school.,{fighting},{fight}
6,3,{} can be therapeutic because it gives you the experience of having different identities.,{Acting},{Act}
6,3,{} is very healthy so I try to do something every day that makes me laugh.,{Laughing},{Laugh}
6,3,{} has been popular for both young and old people for many decades.,{Skating},{Skate}
6,3,{} art can be a great outlet for stress.,{Creating},{Create}
6,3,Formal {} is being taken over by informal communication such as texting and emailing.,{writing},{write}
6,3,{} is what matters more than whether or not you succeed.,{Trying},{Try}
6,3,{} friends can make a big difference in how happy your life is.,{Having},{Have}
6,1,She could not stop {}.,{yawning},{yawn}
6,1,The girl didn't stop {}.,{walking},{walk}
6,1,She didn't stop {}.,{talking},{talk}
6,1,He didn't stop {}.,{working},{work}
6,1,Liam couldn't stop {}.,{laughing},{laugh}
6,1,Anna never stopped {}.,{smiling},{smile}
6,1,He couldn't stop {} at her.,{looking},{look}
6,1,She never stopped {} him.,{loving},{love}
6,1,My mom never stopped {}.,{knitting},{knit}
6,1,She finally stopped {} around the room.,{walking},{walk}
6,2,"Although it was past his bedtime, he didn't stop {}.",{reading},{read}
6,2,Why did they stop {} music in the restaurant?,{playing},{play}
6,2,She stopped {} once she retired.,{teaching},{teach}
6,2,He stopped {} tennis when he injured his knee.,{playing},{play}
6,2,We can't go out if it doesn't stop {}.,{snowing},{snow}
6,2,The child did not stop {} until his mother came.,{crying},{cry}
6,2,Our dog is excitable but she stops {} when told to.,{barking},{bark}
6,2,It's not raining anymore but they stopped {} outside anyway.,{playing},{play}
6,2,"Once Jamie got his candy, he stopped {}.",{crying},{cry}
6,2,Lena would not stop {} until her mother scolded her.,{talking},{talk}
6,3,"Ever since our uncle was killed by a shark, my brother stopped {}.",{diving},{dive}
6,3,Our professor stopped {} when he spotted a student sleeping in class.,{talking},{talk}
6,3,He loved play basketball but he stopped {} after he graduated from college.,{playing},{play}
6,3,Liam never stopped {} to achieve his goal.,{trying},{try}
6,3,"Because she was so shy, Tess always stopped {} whenever someone came into her room.",{singing},{sing}
6,1,He liked {} to her.,{talking},{talk}
6,1,She liked {} ice cream.,{eating},{eat}
6,1,He likes {}.,{reading},{read}
6,1,My mother likes {}.,{fishing},{fish}
6,1,My father likes {}.,{cooking},{cook}
6,1,Lina likes {} postcards.,{collecting},{collect}
6,1,Mia likes {} our new puppy.,{petting},{pet}
6,1,Diane likes {} movies on weekends.,{watching},{watch}
6,1,He likes {} in the park.,{running},{run}
6,1,She likes {} Japanese sweets.,{eating},{eat}
6,2,He is very shy so he doesn't like {} in class.,{speaking},{speak}
6,2,"For some reason, she likes {} with people.",{arguing},{argue}
6,2,He likes {} people to social events.,{inviting},{invite}
6,2,Wendy likes {} but she gets tired very quickly.,{exercising},{exercise}
6,2,He likes {} money on unnecessary things.,{spending},{spend}
6,3,He likes {} but because of his bad eyesight he cannot read for very long.,{reading},{read}
6,3,He likes {} his nose in other people's business and gossiping about it.,{sticking},{stick}
6,3,Liz likes {} care of our cat and often plays with him.,{taking},{take}
6,3,She does not like {} into trouble but often finds herself being interrogated by the teachers and being sent to the principal's office.,{getting},{get}
6,3,It is admirable how he likes {} hard and getting good results because of his perseverance and dedication.,{working},{work}
6,1,He loves {} comic books.,{reading},{read}
6,1,My father loves {} on weekends.,{cooking},{cook}
6,1,He loved {} in the park.,{walking},{walk}
6,1,Mr. Jones loves {} movies in class.,{showing},{show}
6,1,My little brother loves {}.,{talking},{talk}
6,1,The teacher loves {} on me.,{picking},{pick}
6,1,The dog loves {} with the children.,{playing},{play}
6,1,She loves {} a massage.,{getting},{get}
6,1,Amanda loved {} to his friends.,{talking},{talk}
6,1,The puppy loves {} our leftovers.,{eating},{eat}
6,2,My sister loves {} and it is clearly her passion.,{acting},{act}
6,2,John always got in trouble because he loved {}.,{fighting},{fight}
6,2,They loved {} during their free time.,{singing},{sing}
6,2,Our son loves {} and examining bugs.,{catching},{catch}
6,2,The mother loved {} presents for her children.,{buying},{buy}
6,3,Emily loves {} in class and that makes her a very engaging student.,{contributing},{contribute}
6,3,The King loved {} extravagant social events for his people.,{throwing},{throw}
6,3,The gorilla was surprisingly social and loved {} out to interact with people.,{coming},{come}
6,3,"The child had talent, and he loved {} his singing and dancing abilities to the world.",{showcasing},{showcae}
6,3,She loved {} pampered by her boyfriend and having him shower her with presents.,{getting},{get}
6,1,I enjoy {}.,{reading},{read}
6,1,I enjoy {} basketball.,{playing},{play}
6,1,I finished {} the movie.,{watching},{watch}
6,1,I finished {} on my assignment.,{working},{work}
6,1,Would you mind {} me some water?,{getting},{get}
6,1,Would you mind {} me the salad?,{passing},{pass}
6,1,I avoid {} when it's snowing.,{running},{run}
6,1,I avoid {} in front of people.,{speaking},{speak}
6,1,I gave up {} soccer.,{playing},{play}
6,1,I put off {} my chores.,{doing},{do}
6,2,I enjoy {} a nice cup of warm tea.,{drinking},{drink}
6,2,I enjoy {} free things by going to certain events.,{getting},{get}
6,2,I finished {} the Lord of the Rings series yesterday.,{reading},{read}
6,2,I finished {} my senior thesis today.,{writing},{write}
6,2,I don't mind {} more food.,{getting},{get}
6,2,Would you mind {} me into the building?,{letting},{let}
6,2,I'm trying to avoid {} caught for writing graffiti on the school walls.,{getting},{get}
6,2,I avoid {} my friends from high school because they are immature.,{seeing},{see}
6,2,I gave up {} to Liz because she is so argumentative.,{up talking},{talking}
6,2,I put off {} homework because I'm always very sleepy.,{off doing},{doing}
6,3,I enjoy {} new people and expanding my social circle.,{meeting},{meet}
6,3,I enjoy {} praised for my work because that means people recognize my efforts.,{getting},{get}
6,3,I finally finished {} to my girlfriend after five hours of arguing.,{talking},{talk}
6,3,"After I finished {} the homeless in NYC, I felt a great wave of guilt for previously avoiding them.",{interviewing},{interview}
6,3,I don't mind {} you with your homework if you will help me later.,{helping},{help}
6,3,Do you mind {} the car started while I go get the kids?,{getting},{get}
6,3,I avoid {} into confrontations with people because it drains my energy.,{getting},{get}
6,3,I avoid {} my relatives when I come back home because they are extremely nosy.,{seeing},{see}
6,3,I gave up {} to arrange a meeting with Megan since she always seems to be very busy.,{up trying},{trying}
6,3,I put off {} on weekends because I want to do other things.,{off working},{working}
6,1,Thanks for {}.,{coming},{come}
6,1,I use them for {}.,{running},{run}
6,1,He wants them for {}.,{hiking},{hike}
6,1,I need them for {}.,{studying},{study}
6,1,I apologize for {} you.,{troubling},{trouble}
6,1,I will use that for {}.,{traveling},{travel}
6,1,You should thank them for {}.,{waiting},{wait}
6,1,I gave her crayons for {}.,{drawing},{draw}
6,1,She needs new paint brushes for {}.,{painting},{paint}
6,1,The dog needs a leash for {}.,{walking},{walk}
6,2,Big dogs are very good for {} the house.,{guarding},{guard}
6,2,Petting animals is good for {} people under stress.,{relaxing},{relax}
6,2,It's time for you to buy proper gear for {}.,{running},{run}
6,2,Tess needs money for {} back to Paris.,{flying},{fly}
6,2,Elsa wants new tools for {} a new scarf.,{knitting},{knit}
6,3,We carefully analyze every academic paper and follow certain guidelines for {} which paper to publish.,{deciding},{decide}
6,3,It is essential to use good evidence and examples for {} your customers.,{persuading},{persuade}
6,3,She scolded her son for {} too much time with his friends at his school because his grades had dropped drastically.,{spending},{spend}
6,3,She used her favorite notebook for note {} in her favorite class.,{take},{take}
6,3,She scolded her brother for {} his friend's idea and taking credit as if it were his own.,{stealing},{steal}
6,3,The police shut down the pet shop for {} puppies under inhumane conditions.,{breeding},{breed}
6,1,She was skilled in {}.,{painting},{paint}
6,1,She was interested in {} animals.,{studying},{study}
6,1,He was very skilled in {}.,{singing},{sing}
6,1,He greatly improved in {} Japanese.,{speaking},{speak}
6,2,He succeeded in {} a cure for cancer.,{finding},{find}
6,2,They made no progress in {} the sick children.,{helping},{help}
6,2,"Although she was tall, she showed no interest in {} volleyball.",{playing},{play}
6,2,He was very slow in {} the lesson.,{understanding},{understand}
6,3,"My father succeeded in {} a new, more eco-friendly form of public transportation.",{inventing},{invent}
6,3,She had no hesitation in {} some people in the room in order to make her point clear.,{offending},{offend}
6,3,My mother warned me that he was skilled in {} people.,{manipulating},{manipulate}
6,3,Lana has difficulty in {} material taught in class and may need special attention.,{understanding},{understand}
6,3,Ben is not interested in {} business with us so we must stop pestering him.,{doing},{do}
6,1,You must go on {}.,{reading},{read}
6,1,I didn't plan on {}.,{quitting},{quit}
6,1,He's very keen on {} a puppy.,{getting},{get}
6,1,We must keep on {}.,{going},{go}
6,1,He went on {} the entire night.,{talking},{talk}
6,2,At the interview he kept on {} me questions.,{asking},{ask}
6,2,She insisted on {} out of the house last year.,{moving},{move}
6,2,Mina kept on {} until her mother came home.,{crying},{cry}
6,2,She kept on {} taller until she was in her 20s.,{growing},{grow}
6,2,They focused on {} one book instead of read many.,{reading},{read}
6,3,John knew that he and his wife Linda couldn't go on {} like this forever.,{arguing},{argue}
6,3,She went on {} her book and ignored the commotion that was occurring around her.,{reading},{read}
6,3,Ian's mother went on {} about her day until she realized he was no longer listening.,{complaining},{complain}
6,3,If we give up we will die so we must keep on {} until we find shelter.,{moving},{move}
6,3,"She insisted on {} him medical attention, but the injured man just shrugged her off and kept walking.",{getting},{get}
6,1,Are you good at {}?,{singing},{sing}
6,1,She is good at {}.,{writing},{write}
6,1,We are good at {}.,{acting},{act}
6,1,My mother is good at {}.,{cooking},{cook}
6,1,She is bad at {}.,{drawing},{draw}
6,2,I'm very quick at {} decisions.,{making},{make}
6,2,He is extremely good at {} and should stick to it.,{dancing},{dance}
6,2,He's very good at {} care of children.,{taking},{take}
6,2,She's bad at {} the piano but amazingly good at singing.,{playing},{play}
6,3,"Since he used to be a detective, he is skilled at {} valuable information from different people.",{acquiring},{acquire}
6,3,My grandmother was always wonderful at {} bedtime stories.,{telling},{tell}
6,3,She is brilliant at {} and she already has a job after she graduates from college.,{designing},{design}
6,3,She is very good at {} and she should be given much more credit than she receives.,{teaching},{teach}
6,3,"Mr. Henderson was amazingly good at {} people laugh, and he will be truly missed.",{making},{make}
6,1,I had a problem with {} that computer.,{using},{use}
6,1,Please help me with {} this call.,{making},{make}
6,1,We don't agree with {} children.,{hitting},{hit}
6,1,I am bored with {} to him talk.,{listening},{listen}
6,1,I am bored with {} this assignment.,{doing},{do}
6,2,Her team was credited with {} a difference.,{making},{make}
6,2,He was charged with {} a false report.,{making},{make}
6,2,How does she combine exercising with {}?,{studying},{study}
6,2,She was obsessed with {} into her dream college.,{getting},{get}
6,2,My child struggles with {} dressed by himself.,{getting},{get}
6,2,She was obsessed with {} that TV series.,{watching},{watch}
6,3,The problem with {} comments online is that they never disappear.,{making},{make}
6,3,Zach was always concerned with {} money and using his time efficiently.,{making},{make}
6,3,He never had trouble with {} friends in school.,{making},{make}
6,3,"No matter how noble your goals are, I don't agree with {} people in order to pursue them.",{hurting},{hurt}
6,3,I agree with {} the percentage of international students who receive scholarships from universities in the United States.,{increasing},{increase}
6,1,He walked away without {} anything.,{saying},{say}
6,1,He ran without {} proper shoes.,{wearing},{wear}
6,1,She crossed the river without {}.,{falling},{fall}
6,1,She left without {} to anyone.,{speaking},{speak}
6,1,He played the drums without {}.,{stopping},{stop}
6,2,Amanda kept working with out {} the noise.,{noticing},{notice}
6,2,She sat there with out {} at anyone else.,{looking},{look}
6,2,We cannot make this with out {} the eggs with flour.,{mixing},{mix}
6,2,My older twin sisters managed to spend a day with out {}.,{arguing},{argue}
6,3,Jamie continued her day with out {} any more mistakes and went home relieved.,{making},{make}
6,3,"You cannot go with out {} taxes and the richer you are, the more you pay.",{paying},{pay}
6,3,Ellie often takes very good photographs of celebrities without them {}.,{noticing},{notice}
6,3,"The interviewer was a little unfriendly, and continued asking questions with out {}.",{smiling},{smile}
6,3,"Without actually {} us why, we were all asked to leave the party.",{telling},{tell}
6,1,She felt so much better after {}.,{napping},{nap}
6,1,The kids were less cranky after {} lunch.,{eating},{eat}
6,1,Please take a shower after {}.,{exercising},{exercise}
6,1,"After {} the meat, Emily felt ill.",{eating},{eat}
6,1,"After {} for hours, his back started to ache.",{sitting},{sit}
6,2,He had a place to work right after {} from college.,{graduating},{graduate}
6,2,I couldn't sleep after {} the news.,{watching},{watch}
6,2,I felt sad after {} that movie.,{watching},{watch}
6,2,Johnny started crying after {} off the step.,{falling},{fall}
6,2,She felt great after {} out all day.,{working},{work}
6,3,"He used to be a very handsome young man, but after {} old he was just like everyone else.",{growing},{grow}
6,3,"After {} overseas for such a long time, I felt like a foreigner when I came back home.",{living},{live}
6,3,"After {} with my sister for what seemed like hours, we ended up making peace over chocolate cake.",{arguing},{argue}
6,3,"After {} in my senior project, I finally felt like a free man.",{handing},{hand}
6,3,After {} from high school we all lost contact with each other and made new friends.,{graduating},{graduate}
6,1,She cleared her throat before {}.,{speaking},{speak}
6,1,She took a nap before {} out.,{going},{go}
6,1,He decided to read a little before {}.,{sleeping},{sleep}
6,1,He fixed his tie before {} his presentation.,{starting},{start}
6,1,He closed his eyes before {}.,{jumping},{jump}
6,2,I finished all of my homework before {} to bed.,{going},{go}
6,2,She took a deep breath before {} the letter.,{opening},{open}
6,2,She took a sip of the brew before {} more spices.,{adding},{add}
6,2,She made many friends before {} the country.,{leaving},{leave}
6,2,The chef washed his hands thoroughly before {} the food.,{handling},{handle}
6,3,"Our brother, who goes to college overseas, was showered with love and affection before {} off to Europe.",{flying},{fly}
6,3,He will live in the city with his friend for a couple months before {} on his own just so he can get used to the lifestyle.,{living},{live}
6,3,It is essential to proofread your final essay before {} it in to the professor.,{turning},{turn}
6,3,"Before {} off to America, Ally gave each of her siblings a big hug and a present.",{flying},{fly}
6,3,The hostess made a toast before {} dinner to her guests.,{serving},{serve}
10,1,He works {} his mother.,{for},"{up, to, of}"
10,1,You work {} money.,{for},"{up, to, of}"
10,1,I pay {} your tuition.,{for},"{up, to, of}"
10,1,Will you pay {} his ticket?,{for},"{up, to, of}"
10,1,He fights {} his people.,{for},"{up, to, of}"
10,1,I fight {} my country.,{for},"{up, to, of}"
10,1,I write {} the student newspaper.,{for},"{up, of}"
10,1,She is waiting {} her sister.,{for},"{up, to, of}"
10,1,I cook {} my mom sometimes.,{for},"{up, to, of}"
10,1,She cooks {} her little brother.,{for},"{up, to, of}"
10,2,I work {} my father's company during school breaks.,{for},"{up, to, of}"
10,2,He used to work {} the government but quit last year.,{for},"{up, to, of}"
10,2,I paid {} my mother's trip to Hawaii.,{for},"{up, of}"
10,2,I will pay {} your car if you get good grades.,{for},"{up, of}"
10,2,I will continue to fight {} my rights.,{for},"{up, to, of}"
10,2,This area is known {} its peaches.,{for},"{up, to, of}"
10,2,I used to write {} the local paper.,{for},"{up,since, of}"
10,2,This is used {} pounding rice into omochi.,{for},"{up, to, of}"
10,2,He always cooks {} his wife on weekends.,{for},"{up, to, of}"
10,2,My friend cooked {} her mother on Mother's Birthday.,{for},"{up, to, of}"
10,3,My brother worked {} the Washington Hospital as an intern last summer.,{for},"{up, to, of}"
10,3,He worked {} a film company that documented the prevalence of homelessness in New York City.,{for},"{up, to, of}"
10,3,"He paid {} his flight months beforee, yet they still did not process the payment.",{for},"{up, to, of}"
10,3,"Being the good brother he is, he paid {} his sister's loans once he was able to aford it.",{for},"{in, to, of}"
10,3,It's important to understand the issues before you vote {} your candidate.,{for},"{up, to, of}"
10,3,My friend thought her essay was graded so unfairly that she went to negotitate {} a better grade.,{for},"{up, to, of}"
10,3,I write {} those who cannot speak for themselves.,{for},"{up, in, of}"
10,3,The judge called {} order in the courtroom after the outburst.,{for},"{up, of}"
10,3,"I looked {} a gift for my girlfriend, but I just don't know what she would like.",{for},"{up, to, of}"
10,3,I care {} my grandmother to cheer her up and provide her with nutritious meals.,{for},"{up, to}"
10,1,You look {} your sister.,{like},"{by, during, since, in}"
10,1,He looks {} his mother.,{like},"{by, during, since, in}"
10,1,The boy looks {} a man now.,{like},"{by, during, from, since, in}"
10,1,That sounds {} a typical teenage romance.,{like},"{at, by, up, to}"
10,1,When she sings she sounds {} an angel.,{like},"{at, by, during, from, up, to}"
10,1,I felt {} I was a kid again.,{like},"{at, by, past, up, to}"
10,1,Up on stage I felt {} a star.,{like},"{at, by, during, from, past, since, up, to}"
10,1,He died {} a hero.,{like},"{at, by, up, to}"
10,1,He sings {} a professional.,{like},"{by, during, from, past, since, up}"
10,1,Adam slept {} a baby.,{like},"{during, from, past, since, up, to}"
10,2,That seems {} a harsh punishment.,{like},"{at, by, during, from, past, since, up, to}"
10,2,The milk smelled {} it had spoiled.,{like},"{at, up, to}"
10,2,Ben looks {} he's really enjoying college.,{like},"{at, by, from, up, to}"
10,2,My older sister is beginning to sound {} our mother.,{like},"{by, during, from, past, since, up, to}"
10,2,I'm a little concerned because Emily sounds {} she's in pain.,{like},"{at, by, from, up, to}"
10,2,He acted {} a jerk when he won the game.,{like},"{at, by, during, from, past, up, to}"
10,2,They were dressed {} they were ready for Halloween.,{like},"{at, by, from, up, to}"
10,2,He neither fought nor died {} Achilles.,{like},"{at, past, since, up}"
10,2,Max tried to sing {} Beyonce to cheer up his little sister.,{like},"{past, since}"
10,2,Amanda was so exhausted she slept {} a dead person.,{like},"{at, during, from, up, to}"
10,3,Lina's make up was so well done she really looked {} Angelina Jolie from afar.,{like},"{by, during, from, since}"
10,3,My professor looked {} someone I knew in high school but I couldn't quite figure out who.,{like},"{by, during, from, since}"
10,3,I couldn't stop staring at my sister's dress because it made her look {} she was wearing cotton candy.,{like},"{by, from, since, up}"
10,3,I'm a little concerned because the captain sounds {} he doesn't know what he's doing.,{like},"{at, by, up, to}"
10,3,I'm going to check on the baby because he sounds {} he's about to cry.,{like},"{at, by, during, from, up, to}"
10,3,That nap was so rejuvenating I felt {} a new person!,{like},"{at, by, during, from, past, since, up, to}"
10,3,Richard felt {} he was annoying Jess with all the attention he was giving her.,{like},"{at, by, during, from, up, to}"
10,3,"My grandfather died {} he lived, quietly and without fuss.",{like},"{at, by, from, up, to}"
10,3,Mrs. Robert's daughter is only fourteen but she sings {} a professional.,{like},"{by, during, from, past, since}"
10,3,"We were treated {} very special guests, so yes, it was a great visit.",{like},"{at, by, during, up, to}"
10,1,He ran with {} the train station.,{to},"{during, since}"
10,1,I walked {} his house.,{to},"{during, since, up, for}"
10,1,I spoke {} his mother.,{to},"{by, during, from, since, up}"
10,1,We got {} school.,{to},"{since, up, for, like}"
10,1,The dog belongs {} Mrs. Kelly.,{to},"{by, from, since, up, for, like}"
10,1,I'm going {} quit.,{to},"{at, by, during, from, since, up, for}"
10,1,Helena wrote {} her sister.,{to},"{by, during, since, up}"
10,1,I want {} eat something sweet.,{to},"{at, by, up, for, like}"
10,1,Ben hurried {} school.,{to},"{up, for, like}"
10,1,Jackson was rushed {} the hospital.,{to},"{with, like}"
10,2,James ran {} the busstop to catch the last bus.,{to},"{up, like}"
10,2,Megan walked {} her dance class in the storm.,{to},"{since, up, like}"
10,2,I will speak {} Isabel after she comes back from school.,{to},"{by, up}"
10,2,We got {} the theater right when the movie started.,{to},"{up, for, like}"
